URL,PR,PAGE AUTH,DOMAIN AUTH,MOZRANK,EXT LINKS,Category
news.nurse.com,6,46.4,71.26,3.78,25,Eric-Health
news.smh.com.au,6,75.19,92.66,5.02,283,Eric-Health
news.walmart.com,6,71.04,91.12,6.75,8528,Eric-Health
news-mail.com.au,6,61.8,54.05,5.8,92808,Eric-Health
newsmax.com,6,88.43,86.02,6.2,211468,Eric-Health
newsmaxhealth.com,6,61.92,54.1,5.17,9369,Eric-Health
news-medical.net,6,79.5,75.69,6.64,4164,Eric-Health
news-record.com,6,79.15,74.78,5.59,8061,Eric-Health
newsroom.cumc.columbia.edu,6,67.36,93.34,5.55,1389,Eric-Health
newsroom.sprint.com,6,74.58,88.88,5.85,1915,Eric-Health
newswise.com,6,81.8,77.76,5.86,2222,Eric-Health
nfcr.org,6,74.22,68.75,6.11,2944,Eric-Health
northjersey.com,6,85.64,83.76,5.95,18860,Eric-Health
northshore.org,6,70.13,63.98,5.45,2472,Eric-Health
notcot.org,6,77.13,72.21,6.27,162235,Eric-Health
nursingcenter.com,6,72.09,68.26,6.15,60422,Eric-Health
nursingtimes.net,6,71.17,65.13,5.6,2532,Eric-Health
nvcc.edu,6,78.42,75.62,6,8628,Eric-Health
nzdoctor.co.nz,6,57.46,48.81,5.37,1561,Eric-Health
oakwood.edu,6,69.38,62.98,5.71,3624,Eric-Health
omicsonline.org,6,73.91,71.01,6.15,13126,Eric-Health
oncolink.org,6,77.45,78.45,5.99,11975,Eric-Health
ourbodiesourselves.org,6,71.67,65.95,5.91,6479,Eric-Health
pair.com,6,85.03,81.8,7.28,73114,Eric-Health
patheos.com,6,85.42,85.03,6.1,32033,Eric-Health
patient.co.uk,6,83.05,79.28,6.3,12071,Eric-Health
pearltrees.com,6,80.93,76.72,6.26,44918,Eric-Health
pediatricsblog.blogspot.com,6,48.37,92.85,4.56,454,Eric-Health
pegasusnews.com,6,72.98,67.28,5.89,35818,Eric-Health
pets.webmd.com,6,69.48,94.6,5.43,659,Eric-Health
popwatch.ew.com,6,81.14,89.06,5.54,37486,Eric-Health
pregnant.thebump.com,6,65.77,79.25,5.72,690,Eric-Health
preventcancer.org,6,74.31,70.48,6.02,5936,Eric-Health
primaryimmune.org,6,67.69,63.39,6.24,6032,Eric-Health
prophoto.com,6,88.6,85.84,7.85,2447216,Eric-Health
prostatecancer.ca,6,59.27,57.67,5.37,940,Eric-Health
prostate-cancer.org,6,65.4,60.36,5.69,1820,Eric-Health
provider.bcbs.com,6,68.2,80.99,5.93,1499,Eric-Health
queendom.com,6,66.26,63.28,5.38,1369,Eric-Health
quicken.intuit.com,6,84.67,87.64,6.65,14590,Eric-Health
radioshack.com,6,86.3,85.51,6.52,30717,Eric-Health
realhealthmag.com,6,49.22,40.1,6.01,49019,Eric-Health
redbubble.com,6,86.16,82.97,6.26,11886,Eric-Health
redorbit.com,6,84.19,81.15,6.07,3966,Eric-Health
resolve.org,6,77.77,73.04,6.29,18109,Eric-Health
retailmenot.com,6,88.82,86.13,6.45,58504,Eric-Health
rexhealth.com,6,63.01,55.41,6.6,6557,Eric-Health
rfidjournal.com,6,78.45,74.09,6.13,16040,Eric-Health
rockpapershotgun.com,6,80.97,76.79,6.49,188292,Eric-Health
rosettastone.com,6,78.92,74.36,6.29,12217,Eric-Health
rstudio.com,6,73.55,68.35,5.75,4606,Eric-Health
sanfrancisco.va.gov,6,66.63,96.07,5.19,813,Eric-Health
sanluisobispo.com,6,78.27,73.56,6.02,10738,Eric-Health
santacruzsentinel.com,6,79.98,75.61,5.72,6144,Eric-Health
sartorius.com,6,68.8,62.49,6.06,7583,Eric-Health
sbsun.com,6,76.21,71.1,5.62,11048,Eric-Health
science.slashdot.org,6,78.95,95.64,5.21,3754,Eric-Health
science20.com,6,78.05,73.52,5.57,16330,Eric-Health
sciencebuddies.org,6,80.22,76.24,6.18,6872,Eric-Health
sciencecodex.com,6,72.11,66.33,5.58,12789,Eric-Health
scotsman.com,6,89.21,87.27,6.17,43240,Eric-Health
sears.com,6,89.28,86.82,6.93,58005,Eric-Health
seekingalpha.com,6,89.67,87.28,6.38,114312,Eric-Health
seriouseats.com,6,87.47,84.55,6.54,210653,Eric-Health
sfaf.org,6,71.02,65.05,6.05,3852,Eric-Health
sfari.org,6,62.02,54.47,5.71,1241,Eric-Health
sfbg.com,6,81.61,77.79,6.26,16914,Eric-Health
sharecare.com,6,82.33,79,6.59,33551,Eric-Health
shcc.ufl.edu,6,61.8,88.51,5.57,5086,Eric-Health
sheknows.com,6,85.91,83.62,6.29,59215,Eric-Health
sherdog.com,6,79.4,75.63,6.12,38834,Eric-Health
shop.mlb.com,6,70.88,92.16,5.13,1263,Eric-Health
shop.oreilly.com,6,86.76,95.71,7.1,12121,Eric-Health
shutterfly.com,6,90.3,88.75,6.38,22741,Eric-Health
siasat.com,6,68.51,61.95,5.48,1160,Eric-Health
silive.com,6,80.43,76.78,6.14,4404,Eric-Health
sirweb.org,6,74.21,69.02,6.24,9423,Eric-Health
site5.com,6,90.46,94.18,7.54,354759,Eric-Health
siteman.wustl.edu,6,69.19,82.41,5.43,5030,Eric-Health
sjogrens.org,6,70.47,64.29,5.76,2841,Eric-Health
slcc.edu,6,71.53,65.54,6.22,8339,Eric-Health
snagajob.com,6,79.7,75.25,6.31,9500,Eric-Health
sparkpeople.com,6,84.18,80.61,6.24,23424,Eric-Health
spcollege.edu,6,70.1,63.91,5.71,4526,Eric-Health
speakingtree.in,6,65.84,59.12,5.81,2583,Eric-Health
sports.ndtv.com,6,66.07,81.14,5.56,198,Eric-Health
squidoo.com,6,-1,-1,-1,-1,Eric-Health
statenisland.ny1.com,6,59.87,81.27,5.45,45,Eric-Health
statesman.com,6,87.8,85.19,6.18,79389,Eric-Health
static.cdn-seekingalpha.com,6,24.44,47.21,2.01,1,Eric-Health
stltoday.com,6,88.85,86.28,6.03,42702,Eric-Health
stoptheclot.org,6,55.64,46.82,5.36,1766,Eric-Health
strokecenter.org,6,65.95,59.44,5.73,1341,Eric-Health
studenthealth.ucla.edu,6,60.41,91.62,5.24,61,Eric-Health
studyblue.com,6,69.02,62.55,5.37,3143,Eric-Health
studystack.com,6,66.18,59.18,5.79,4096,Eric-Health
sungazette.com,6,64.47,57.14,5.57,1676,Eric-Health
sunherald.com,6,78.47,73.85,5.73,7530,Eric-Health
sunshinecoastdaily.com.au,6,71.57,65.59,5.86,91719,Eric-Health
support.quickbooks.intuit.com,6,54.97,87.64,4.74,654,Eric-Health
supreme.justia.com,6,82.38,82.92,6.23,48455,Eric-Health
sutterhealth.org,6,73.9,68.51,7.05,9335,Eric-Health
symptoms.webmd.com,6,66.13,94.6,5.62,1318,Eric-Health
taxact.com,6,71.78,65.86,5.87,1884,Eric-Health
tbo.com,6,88.43,86,6.34,20212,Eric-Health
tdworld.com,6,65.52,58.42,5.81,21426,Eric-Health
teens.webmd.com,6,54.9,94.6,5.67,36,Eric-Health
thecrimson.com,6,81.42,77.88,6.48,11990,Eric-Health
thehealthcareblog.com,6,78.29,74.67,6.24,88162,Eric-Health
thehorse.com,6,78.07,73.33,6.05,22300,Eric-Health
thenewstribune.com,6,86.36,83.22,5.69,25993,Eric-Health
thestate.com,6,86.69,83.6,6.33,25306,Eric-Health
thestir.cafemom.com,6,80.38,77.85,5.87,106833,Eric-Health
thestreet.com,6,91.62,89.47,6.46,218115,Eric-Health
tingo.com,6,67.24,60.42,6.38,63705,Eric-Health
today.lbl.gov,6,44.62,87.47,5.41,1,Eric-Health
todaysparent.com,6,74.12,68.62,6.58,11728,Eric-Health
tvmdl.tamu.edu,6,57.43,86.65,5.58,1505,Eric-Health
twincities.com,6,88.73,86.06,6.47,42706,Eric-Health
uchospitals.edu,6,79.59,77.48,6.04,3358,Eric-Health
uhn.ca,6,73.14,67.93,6.63,4865,Eric-Health
umhb.edu,6,64.6,57.36,5.94,4664,Eric-Health
umm.edu,6,70.32,82.2,5.6,228,Eric-Health
und.edu,6,84.49,81.57,6.47,25063,Eric-Health
universityparent.com,6,58.4,49.96,5.97,12955,Eric-Health
uofmhealth.org,6,78.51,75.55,6.47,16323,Eric-Health
upstate.edu,6,72.59,67.03,6.06,2812,Eric-Health
utsandiego.com,6,91.74,90.78,6.51,72591,Eric-Health
vch.ca,6,76.82,71.87,6.68,32618,Eric-Health
video.answers.com,6,60.66,90.67,6.04,70,Eric-Health
vindy.com,6,74.68,69.28,5.43,4831,Eric-Health
wandtv.com,6,65.97,58.92,5.33,3274,Eric-Health
wcsh6.com,6,75.81,70.71,5.69,8741,Eric-Health
wellsphere.com,6,77.81,73.29,6.19,100198,Eric-Health
wgem.com,6,59.35,51.06,5.27,1270,Eric-Health
whatever.scalzi.com,6,80.85,77.05,6.23,147722,Eric-Health
which.co.uk,6,82.69,78.98,6.6,16749,Eric-Health
winnipegfreepress.com,6,83.52,80.06,6.22,10765,Eric-Health
wisegeek.com,6,85.03,81.84,6.22,17905,Eric-Health
wqad.com,6,70.31,64.79,6,902,Eric-Health
wral.com,6,84.89,82.28,5.99,33916,Eric-Health
wrex.com,6,63.06,55.58,5.21,1210,Eric-Health
wtsp.com,6,80.41,76.29,5.47,2646,Eric-Health
www21.ha.org.hk,6,26.86,57.21,1.74,1,Eric-Health
x-cart.com,6,85.21,81.86,7.32,150467,Eric-Health
xhtmlchop.com,6,57.58,49.27,5.55,2955,Eric-Health
xmarks.com,6,79.92,75.54,5.93,20145,Eric-Health
yellowbot.com,6,81.32,77.18,6.9,255975,Eric-Health
youngmenshealthsite.org,6,61.73,53.92,5.67,3018,Eric-Health
youngwomenshealth.org,6,72.94,67.37,5.81,4466,Eric-Health
zacks.com,6,84.17,80.61,6.12,69153,Eric-Health
8x8.com,5,66.88,60.12,6.01,3726,Eric-Health
abclocal.go.com,5,81.81,99.6,4.94,1581,Eric-Health
acam.org,5,62.7,55.07,5.92,2684,Eric-Health
accelerate.ucsf.edu,5,45,87.78,4.9,20,Eric-Health
adf.farmonline.com.au,5,53.7,60.86,5.08,12778,Eric-Health
adspeed.com,5,62.37,54.64,5.89,20559,Eric-Health
affordableseos.com,5,53.53,44.19,6.84,2589,Eric-Health
agajournals.wordpress.com,5,46.27,100,5,136,Eric-Health
ageofautism.com,5,63.05,55.47,5.58,17341,Eric-Health
aidsetc.org,5,48.2,50.07,6.36,49,Eric-Health
aligngi.com,5,53.73,44.38,5.82,2562,Eric-Health
anchoragepress.com,5,68,61.33,5.26,2865,Eric-Health
anepigone.blogspot.com,5,56.56,92.85,5.25,22181,Eric-Health
animalhealth.msu.edu,5,48.61,89.73,4.06,160,Eric-Health
answerbag.com,5,76.57,71.55,5.94,3323,Eric-Health
appannie.com,5,76.3,71.27,5.61,5761,Eric-Health
appletonhub.postcrescent.com,5,54.36,71.37,4.8,2642,Eric-Health
appshopper.com,5,77.84,73.15,5.96,44135,Eric-Health
appszoom.com,5,71.34,65.67,5.07,2107,Eric-Health
aquafresh.com,5,54.55,55.2,5.04,508,Eric-Health
arthritis.answers.com,5,48.55,90.67,4.92,98,Eric-Health
articles.mercola.com,5,78.41,84.51,5.75,2557,Eric-Health
articles.orlandosentinel.com,5,79.34,90.15,5.5,4548,Eric-Health
articlesbase.com,5,89.49,88.58,6.43,45696,Eric-Health
ask.metafilter.com,5,79.09,83.63,5.86,14658,Eric-Health
ausmed.com.au,5,42.77,31.84,5.22,166,Eric-Health
avisen.dk,5,67.46,61.15,5.86,6676,Eric-Health
azbio.org,5,53.06,44.31,5.31,1649,Eric-Health
babycentre.co.uk,5,72.73,67.33,5.98,21025,Eric-Health
baskingridge.patch.com,5,57.35,85.41,4.7,334,Eric-Health
baylorlariat.com,5,51.1,41.57,5.69,1454,Eric-Health
bcbsfl.com,5,69.1,63.65,5.62,3479,Eric-Health
begintoread.com,5,35.84,31.95,4.78,9,Eric-Health
bellinstitute.com,5,50.62,40.78,5.44,381,Eric-Health
benzinga.com,5,81.15,77.64,6.11,41223,Eric-Health
bergen.edu,5,67.36,60.58,5.45,6620,Eric-Health
besthealthmag.ca,5,63.12,55.6,5.99,22182,Eric-Health
bidorbuy.co.za,5,70.37,64.21,6.61,13681,Eric-Health
bjuinternational.com,5,35.91,24.51,4.54,73,Eric-Health
bleedingcool.com,5,78.87,74.3,6,36122,Eric-Health
blog.acpinternist.org,5,49.84,46.07,4.63,808,Eric-Health
blog.ctnews.com,5,50.34,61.05,4.04,104,Eric-Health
blog.radiology.ucsf.edu,5,38.89,87.78,4.52,15,Eric-Health
blog.tripdatabase.com,5,50.14,68.03,5.26,207,Eric-Health
blogs.knoxnews.com,5,51.12,80.6,3.49,34,Eric-Health
blogs.wm.edu,5,46.95,84.07,4.66,18,Eric-Health
bloodcenters.org,5,54.65,45.51,5.76,714,Eric-Health
bluenile.com,5,69.61,63.25,5.86,11743,Eric-Health
boards.straightdope.com,5,53.86,79.47,3.75,109,Eric-Health
boston.ebayclassifieds.com,5,51.08,72.75,4.85,49,Eric-Health
bowelcanceraustralia.org,5,38.52,43.7,3.99,12,Eric-Health
boxingscene.com,5,63.67,56.25,5.51,5722,Eric-Health
breastcancer.answers.com,5,51.62,90.67,4.98,642,Eric-Health
breastcancercampaign.org,5,66.62,59.7,6.04,3286,Eric-Health
britishlivertrust.org.uk,5,65.72,58.76,5.88,3011,Eric-Health
brooklyn.ny1.com,5,58.67,81.27,5.45,11,Eric-Health
bundlr.com,5,59.19,51.12,5.11,773,Eric-Health
buzsakilab.com,5,37.84,25.52,4.26,36,Eric-Health
calmclinic.com,5,69.83,63.75,5.99,5526,Eric-Health
cancercompass.info,5,1,1,0,0,Eric-Health
cancernetwork.com,5,65.53,58.49,5.88,27676,Eric-Health
captodayonline.com,5,39.2,29.42,4.96,153,Eric-Health
careresource.org,5,53.51,44.37,5.38,3304,Eric-Health
caresfoundation.org,5,56.49,49.41,5.38,567,Eric-Health
carilionclinic.org,5,62.84,55.77,6.37,2720,Eric-Health
centeronhalsted.org,5,62.47,54.84,5.96,4216,Eric-Health
chemfeeds.com,5,39.93,29.64,4.42,586,Eric-Health
chomp.org,5,56.87,48.14,5.82,1917,Eric-Health
christianacare.com,5,33.93,21.89,4.91,14,Eric-Health
christianacare.org,5,67.86,61.19,5.9,30843,Eric-Health
chronicconditions.thehealthwell.info,5,35.1,36.65,2.54,5,Eric-Health
chrt.org,5,52.54,43.01,5.16,197,Eric-Health
chw.org,5,67.98,62.23,6.27,4736,Eric-Health
clarisonic.com,5,67.48,60.82,5.92,4234,Eric-Health
classzone.com,5,75.29,71.06,5.82,3823,Eric-Health
clinicaladvisor.com,5,57.78,49.25,5.78,30124,Eric-Health
cloudave.com,5,65.78,58.72,5.39,12341,Eric-Health
cmlto.com,5,50.59,40.78,5.94,461,Eric-Health
coeliac.org.au,5,63.14,55.92,5.74,1234,Eric-Health
coffeeandhealth.org,5,52.8,43.3,5.94,2084,Eric-Health
cogniview.com,5,59.67,53.95,5.62,911,Eric-Health
cola.org,5,60.52,52.44,5.84,20515,Eric-Health
columbiamo.va.gov,5,56.57,96.07,4.79,93,Eric-Health
connectwise.com,5,62.1,54.47,6.13,2357,Eric-Health
coolhandle.com,5,66.67,59.75,7.35,26651,Eric-Health
cureceliacdisease.org,5,55.6,46.83,5.73,1664,Eric-Health
dailyguideghana.com,5,55.25,46.21,5.13,5230,Eric-Health
dailyillini.com,5,71.14,65.07,5.22,1949,Eric-Health
dancingthrupregnancy.com,5,42.9,37.46,4.99,173,Eric-Health
deancare.com,5,59.33,51.12,6.06,3139,Eric-Health
debatewise.org,5,46.94,39.63,5.06,634,Eric-Health
dementialab.org,5,49.19,38.97,5.61,2129,Eric-Health
dentalwatch.org,5,47.7,37.49,4.73,134,Eric-Health
dermnet.com,5,52.07,42.51,6.26,644,Eric-Health
diabeteshealth.com,5,61.03,56.35,5.61,2474,Eric-Health
disabilityscoop.com,5,71.34,65.8,6.01,10247,Eric-Health
diseasemanagementcareblog.blogspot.com,5,61.92,92.85,5.42,13803,Eric-Health
doctortipster.com,5,42.92,34.13,4.9,43,Eric-Health
dogfencediy.com,5,57.02,48.46,5.61,1242,Eric-Health
douglas.qc.ca,5,56.15,47.55,5.67,1246,Eric-Health
dralaamosbah.blogspot.com,5,29.47,92.85,3.81,3,Eric-Health
drgreene.com,5,72.71,66.96,6.11,7577,Eric-Health
drhallowell.com,5,61.08,53.15,5.59,1670,Eric-Health
drhyman.com,5,68.78,62.38,6.04,7552,Eric-Health
dr-razavi.blogspot.com,5,48.64,92.85,4.24,2411,Eric-Health
drscholls.com,5,61.95,54.56,6.19,4291,Eric-Health
drugwarfacts.org,5,68.02,61.6,5.81,27639,Eric-Health
dslrf.org,5,61.78,54.5,5.8,4075,Eric-Health
ecmweb.com,5,67.27,60.56,5.9,22928,Eric-Health
empressr.com,5,58.82,50.47,5.57,1624,Eric-Health
en.citizendium.org,5,70.29,64.81,5.47,973,Eric-Health
endonurse.com,5,52.02,42.85,5.59,3110,Eric-Health
erspc-media.org,5,46.79,38.31,5.54,111,Eric-Health
eshop.macsales.com,5,70.76,68.45,6.01,1773,Eric-Health
eupedia.com,5,49.53,43.02,5.7,721,Eric-Health
ewallstreeter.com,5,59.57,56.15,6.21,8728,Eric-Health
examiner.co.uk,5,69.36,63.2,5.49,2375,Eric-Health
experiencelife.com,5,66.95,60.11,5.95,2294,Eric-Health
fibromyalgiaforums.org,5,34.24,30.03,5.6,338,Eric-Health
fineartamerica.com,5,81.11,78.3,6.39,14493,Eric-Health
fletcherallen.org,5,58.05,49.73,5.65,1581,Eric-Health
footballguys.com,5,56.33,53.79,6.19,3796,Eric-Health
footprintsvietnam.com,5,54.33,45.52,5.89,1734,Eric-Health
forum.hidemyass.com,5,44.96,73.08,5.48,6,Eric-Health
forum.parkinson.org,5,56.83,77.96,5.84,1135,Eric-Health
forums.moneysavingexpert.com,5,69.94,79.97,5.72,4447,Eric-Health
forums.ubi.com,5,56.48,80.67,4.15,404,Eric-Health
forums.vr-zone.com,5,56.92,68.22,5.3,329,Eric-Health
fox13now.com,5,72.27,66.51,5.8,6311,Eric-Health
fox2now.com,5,75.85,70.96,6.03,13263,Eric-Health
freshens.com,5,46.87,36.37,5.12,161,Eric-Health
froedtert.com,5,63.34,56.94,5.89,4515,Eric-Health
gamepolitics.com,5,67.57,66.24,5.47,13933,Eric-Health
gamma-dynacare.com,5,44.64,35.43,5.65,702,Eric-Health
garytaubes.com,5,63.24,56.49,5.47,14775,Eric-Health
gastrohep.com,5,51.65,41.9,5.34,697,Eric-Health
gbmc.org,5,60.11,51.96,5.95,1067,Eric-Health
gdx.net,5,58.05,49.5,5.94,18318,Eric-Health
genesinlife.org,5,45.48,36.39,6.86,63,Eric-Health
getcollegecredit.com,5,69.12,63.67,5.72,2848,Eric-Health
ghs.org,5,62.95,55.63,5.72,5166,Eric-Health
gimundo.com,5,58.31,49.99,5.72,2981,Eric-Health
gladyshevlab.bwh.harvard.edu,5,47.73,94.1,4.59,624,Eric-Health
gleim.com,5,57.04,49.09,5.98,830,Eric-Health
golocalprov.com,5,68.91,62.68,5.6,9858,Eric-Health
goodrx.com,5,60.42,52.4,5.43,3759,Eric-Health
graham-center.org,5,52.87,45.5,5.52,497,Eric-Health
griffinhealth.org,5,60.26,52.22,5.62,4842,Eric-Health
hartfordhealthcare.org,5,49.32,40.64,6.09,11124,Eric-Health
harthosp.org,5,68.32,61.73,5.6,5500,Eric-Health
hcplive.com,5,61.85,54.53,6.61,30528,Eric-Health
hdlabinc.com,5,56.21,47.33,5.59,12082,Eric-Health
healingwell.com,5,69.28,63.14,6,3620,Eric-Health
health.am,5,58,49.5,5.77,5785,Eric-Health
health.gsu.edu,5,44.29,83.19,5.13,5,Eric-Health
health.india.com,5,69.22,80.64,5.68,34357,Eric-Health
health.kernan.org,5,27.14,40.55,3.86,1,Eric-Health
health.sify.com,5,49.26,78.25,5.57,26,Eric-Health
healthbeatblog.com,5,55.05,46.07,5.42,5702,Eric-Health
healthboards.com,5,66.24,59.28,5.52,1953,Eric-Health
healthhiv.org,5,50.99,41.32,5.3,1056,Eric-Health
healthhub.brighamandwomens.org,5,53.37,76.6,6.4,817,Eric-Health
healthmash.com,5,39.84,31.03,4.86,361,Eric-Health
healthnewsdigest.com,5,64.89,57.74,5.91,450,Eric-Health
healthnewsreview.org,5,70.74,65.29,6.23,18100,Eric-Health
healthypets.mercola.com,5,70.09,84.51,5.83,2661,Eric-Health
hepatitiscentral.com,5,60.35,52.28,6.06,960,Eric-Health
herbchambers.com,5,55.88,47.08,5.02,1302,Eric-Health
hernandotoday.com,5,67.73,61.74,5.56,12155,Eric-Health
hireright.com,5,64.06,56.76,6.01,1538,Eric-Health
hivandhepatitis.com,5,66.87,60.03,5.73,1335,Eric-Health
hivguidelines.org,5,56.81,48.13,6.06,1146,Eric-Health
hometownlife.com,5,75.42,70.16,5.93,8973,Eric-Health
hometownstations.com,5,55.66,46.7,5.63,357,Eric-Health
hostway.com,5,79.89,75.85,7.24,255013,Eric-Health
hypnosisdownloads.com,5,64.6,57.6,6.33,1645,Eric-Health
idrivesafely.com,5,71.57,65.81,5.54,1471,Eric-Health
ilovegain.com,5,57.55,49.03,6.36,7018,Eric-Health
infertility.answers.com,5,47.31,90.67,5.13,1409,Eric-Health
inthefamily.kartemquin.com,5,54.3,58.59,4.45,316,Eric-Health
islandpacket.com,5,74.19,71.58,5.55,7860,Eric-Health
ivf.com.au,5,49.54,44.65,6.27,749,Eric-Health
jefferson.patch.com,5,50.75,85.41,5,25,Eric-Health
judysbook.com,5,75.91,70.88,5.92,5200,Eric-Health
justhost.com,5,89.4,87.8,7.09,93320,Eric-Health
kapionews.kapiolani.hawaii.edu,5,39.39,85.46,4.23,3,Eric-Health
katv.com,5,71.18,65.14,5.39,2123,Eric-Health
kdvr.com,5,76,71.07,5.94,2703,Eric-Health
kennedysdisease.org,5,49.14,38.91,5.13,161,Eric-Health
kentucky.com,5,85.08,81.84,5.99,31488,Eric-Health
kidneyfoundation.wordpress.com,5,48.64,100,5.44,15026,Eric-Health
knowledgebase.findlaw.com,5,48.78,92.8,5.74,10,Eric-Health
kob.com,5,72.6,67.71,5.22,1992,Eric-Health
krilloil.com,5,52.84,46.52,5.15,219,Eric-Health
krtv.com,5,67.1,60.38,5.66,73256,Eric-Health
kwikmed.com,5,54.7,48.68,5.13,287,Eric-Health
kxii.com,5,63.53,56.08,5.15,1382,Eric-Health
lancasteronline.com,5,77.61,72.85,6,3304,Eric-Health
lbtoadsecdx.blogspot.com,5,31.19,92.85,3.93,3,Eric-Health
lifeinthefastlane.com,5,60.51,52.55,5.71,18968,Eric-Health
lifelinescreening.com,5,64.62,57.51,6.01,6264,Eric-Health
lifescript.com,5,71.13,65.07,5.72,2503,Eric-Health
local10.com,5,75.78,70.6,5.35,1226,Eric-Health
longevity.about.com,5,62.33,90.84,4.93,249,Eric-Health
lostpassword.com,5,61.53,54.1,5.91,1282,Eric-Health
lrkimball.com,5,51.94,42.29,5.57,427,Eric-Health
luckyvitamin.com,5,62.48,54.81,5.58,2682,Eric-Health
lungevity.org,5,57.61,49.91,5.55,734,Eric-Health
macon.com,5,79.74,76.83,5.66,7014,Eric-Health
mademan.com,5,72.49,68.76,6.68,90970,Eric-Health
majon.com,5,74.5,69.19,6.25,7195,Eric-Health
malecare.org,5,56.28,53.35,6.65,880,Eric-Health
mambaby.com,5,64.25,56.89,5.77,10748,Eric-Health
managedcaremag.com,5,64.62,57.34,5.39,14211,Eric-Health
marksdailyapple.com,5,81.85,78.05,6.33,131789,Eric-Health
marylandhealthconnection.gov,5,62.29,66.74,5.84,169,Eric-Health
masslawyersweekly.com,5,67.98,61.44,6.05,10680,Eric-Health
mdhil.com,5,44.49,36.16,4.99,161,Eric-Health
mdlinx.com,5,67.87,61.19,5.52,3905,Eric-Health
mdwhistleblower.blogspot.com,5,54.84,92.85,5.49,8368,Eric-Health
meassociation.org.uk,5,59.93,51.74,5.57,2539,Eric-Health
medicalobserver.com.au,5,54.88,45.76,5.54,2482,Eric-Health
medindia.net,5,69.11,63.52,6.1,9272,Eric-Health
medtecheurope.org,5,46.42,35.69,6.05,38979,Eric-Health
melasciences.com,5,48.14,37.72,4.9,201,Eric-Health
mercola.com,5,87.04,84.51,6.55,68532,Eric-Health
mercy-chicago.org,5,54.57,45.55,5.51,602,Eric-Health
metametrix.com,5,56.9,48.19,5.74,3537,Eric-Health
mills-peninsula.org,5,56.25,47.42,6.12,2137,Eric-Health
mitoaction.org,5,53.57,44.3,5.46,885,Eric-Health
mobile.eweek.com,5,48.18,91.82,3.91,31,Eric-Health
mochahost.com,5,60.02,54.34,5.7,4069,Eric-Health
mothering.com,5,76.63,71.62,6.22,14913,Eric-Health
mottchildren.org,5,62.15,54.43,5.83,1671,Eric-Health
mountsinaifpa.org,5,48.93,38.91,6.16,4138,Eric-Health
mspp.edu,5,44.73,54.74,4.43,31,Eric-Health
murad.com,5,67.14,60.47,5.87,5103,Eric-Health
myessentia.com,5,56.58,47.81,6.22,2263,Eric-Health
mymajors.com,5,61.52,53.67,5.8,1679,Eric-Health
naugatuck.patch.com,5,53.59,85.41,4.61,165,Eric-Health
nccrt.org,5,50.47,43.77,5.76,220,Eric-Health
ncmedsoc.org,5,58.91,50.56,5.68,1454,Eric-Health
netplaces.com,5,55.32,46.26,5.7,495,Eric-Health
newportnaturalhealth.com,5,46.59,40.27,5.94,108584,Eric-Health
news.ca.msn.com,5,67.37,97.41,4.85,2335,Eric-Health
news.cancerconnect.com,5,63.09,57.5,6.91,17575,Eric-Health
news.mayomedicallaboratories.com,5,43.36,67.7,5.38,7,Eric-Health
newsroom.muschealth.com,5,53.58,64.37,5.95,6148,Eric-Health
nmh.org,5,68.68,63.88,5.94,2863,Eric-Health
nordicfoodlab.org,5,60.36,52.26,5.25,2615,Eric-Health
nortonhealthcare.com,5,62.08,54.67,6.26,11462,Eric-Health
norwalkhospital.org,5,56.09,47.18,5.71,2614,Eric-Health
nras.org.uk,5,61.46,53.58,5.72,1502,Eric-Health
nts.com,5,62.8,55.15,5.75,6490,Eric-Health
nuffieldhealth.com,5,66.48,60.28,6.64,16431,Eric-Health
nurse-practitioners-and-physician-assistants.advanceweb.com,5,58.35,65.02,6.04,127,Eric-Health
nutraceuticalsworld.com,5,59.33,51.04,5.91,45294,Eric-Health
nwhc.net,5,36.39,56.38,4.07,17,Eric-Health
ob-ultrasound.net,5,62.12,54.44,5.63,1937,Eric-Health
onemedical.com,5,54.84,46.65,5.17,675,Eric-Health
online.statref.com,5,54.2,50.98,4.32,551,Eric-Health
oregonlaws.org,5,50.49,41.08,4.97,133,Eric-Health
organizedwisdom.com,5,59.9,57.44,5.14,517,Eric-Health
orthop.washington.edu,5,69.21,94.26,5.51,615,Eric-Health
ourfamilywizard.com,5,61.69,55.99,6.09,2108,Eric-Health
pamfblog.org,5,40.97,31.93,6.19,1759,Eric-Health
pantene.com,5,67.16,65.17,5.79,3600,Eric-Health
parentingscience.com,5,55.88,47.29,5.38,1641,Eric-Health
parknicollet.com,5,63.79,56.36,5.46,12591,Eric-Health
parkslopeparents.com,5,53.32,45.13,5.24,1553,Eric-Health
pathology.jhu.edu,5,65.93,91.46,5.16,747,Eric-Health
patientblog.clotconnect.org,5,40.84,41.79,5.44,3,Eric-Health
patients.gi.org,5,64.05,74.04,5.9,369,Eric-Health
pdfcast.org,5,69.32,62.95,5.59,4423,Eric-Health
peacehealth.org,5,66.48,59.65,5.68,8674,Eric-Health
pearl.com,5,58.31,49.84,5.91,13340,Eric-Health
pediatriconcall.com,5,48.26,43.67,5.01,470,Eric-Health
pediatricsconsultantlive.com,5,43.97,32.81,5.77,35575,Eric-Health
penn-medicine-clinical-reports.blogspot.com,5,44.99,92.85,5.28,194,Eric-Health
